robustness_category,difficulty,object_specie_pair,num_questions,question,correct_questions,incorrect_questions,accuracy_per_pair,average_per_category
pairwise,general,capsules-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,capsules-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,general,carpet-color,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",3,2,0.6,
pairwise,general,carpet-color,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,carpet-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,carpet-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,carpet-hole,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,carpet-hole,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,carpet-metal_contamination,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,carpet-metal_contamination,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,general,carpet-thread,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,carpet-thread,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,grid-bent,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,grid-bent,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,grid-broken,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,grid-broken,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,grid-glue,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,grid-glue,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,general,grid-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,grid-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,grid-metal_contamination,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,grid-metal_contamination,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,grid-thread,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,grid-thread,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,general,hazelnut-crack,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,hazelnut-crack,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,hazelnut-cut,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,hazelnut-cut,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,hazelnut-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,hazelnut-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,hazelnut-hole,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,hazelnut-hole,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,hazelnut-print,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,hazelnut-print,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,leather-color,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,leather-color,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,leather-cut,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,leather-cut,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,leather-fold,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",1,4,0.2,
pairwise,general,leather-fold,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,general,leather-glue,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,leather-glue,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,leather-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",3,2,0.6,
pairwise,general,leather-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,leather-poke,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,leather-poke,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,metal_nut-bent,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,metal_nut-bent,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,metal_nut-color,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,metal_nut-color,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,metal_nut-flip,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,metal_nut-flip,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,metal_nut-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",0,5,0.0,
pairwise,general,metal_nut-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,general,metal_nut-scratch,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,metal_nut-scratch,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,domain,pcb1-bad,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,domain,pcb1-bad,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,domain,pcb1-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",0,5,0.0,
pairwise,domain,pcb1-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,domain,pcb2-bad,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",3,2,0.6,
pairwise,domain,pcb2-bad,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,domain,pcb2-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,domain,pcb2-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,domain,pcb3-bad,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,domain,pcb3-bad,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,domain,pcb3-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",1,4,0.2,
pairwise,domain,pcb3-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",0,5,0.0,
pairwise,general,pill-color,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,pill-color,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,pill-combined,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,pill-combined,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,pill-crack,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,pill-crack,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,pill-faulty_imprint,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,pill-faulty_imprint,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,pill-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,pill-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,screw-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,screw-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,screw-manipulated_front,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,screw-manipulated_front,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,general,screw-scratch_head,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",3,2,0.6,
pairwise,general,screw-scratch_head,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,general,screw-thread_side,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,screw-thread_side,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,general,tile-crack,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,tile-crack,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,tile-glue_strip,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,tile-glue_strip,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,tile-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,tile-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,tile-gray_stroke,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,tile-gray_stroke,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,tile-oil,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,tile-oil,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,toothbrush-defective,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,toothbrush-defective,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,toothbrush-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",1,4,0.2,
pairwise,general,toothbrush-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",0,5,0.0,
pairwise,domain,transistor-bent_lead,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,domain,transistor-bent_lead,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",1,4,0.2,
pairwise,domain,transistor-cut_lead,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,domain,transistor-cut_lead,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",2,3,0.4,
pairwise,domain,transistor-damaged_case,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,domain,transistor-damaged_case,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,domain,transistor-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",0,5,0.0,
pairwise,domain,transistor-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,domain,transistor-misplaced,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",3,2,0.6,
pairwise,domain,transistor-misplaced,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,wood-color,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,wood-color,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,wood-combined,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,wood-combined,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,wood-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",1,4,0.2,
pairwise,general,wood-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,wood-liquid,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",4,1,0.8,
pairwise,general,wood-liquid,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",5,0,1.0,
pairwise,general,wood-scratch,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,wood-scratch,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,zipper-broken_teeth,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",2,3,0.4,
pairwise,general,zipper-broken_teeth,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
pairwise,general,zipper-combined,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,zipper-combined,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,zipper-fabric_interior,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",5,0,1.0,
pairwise,general,zipper-fabric_interior,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",4,1,0.8,
pairwise,general,zipper-good,5,"Compare the query object to the reference and assess whether it has any defects. If so, identify the defect(s) and their potential effects on the object.",1,4,0.2,
pairwise,general,zipper-good,5,"Compare the query to the reference, and state whether it appears normal or has any visible anomalies or defects.",3,2,0.6,
standalone,general,bottle-broken_large,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,bottle-broken_large,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,bottle-broken_small,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,bottle-broken_small,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,bottle-contamination,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,bottle-contamination,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,bottle-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",0,5,0.0,
standalone,general,bottle-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",1,4,0.2,
standalone,domain,cable-bent_wire,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,domain,cable-bent_wire,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",3,2,0.6,
standalone,domain,cable-cable_swap,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",0,5,0.0,
standalone,domain,cable-cable_swap,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",0,5,0.0,
standalone,domain,cable-combined,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,domain,cable-combined,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,domain,cable-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,domain,cable-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",2,3,0.4,
standalone,domain,cable-missing_wire,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,domain,cable-missing_wire,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",1,4,0.2,
standalone,general,candle-bad,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,candle-bad,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,candle-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",3,2,0.6,
standalone,general,candle-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",2,3,0.4,
standalone,general,capsule-crack,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,capsule-crack,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,capsule-faulty_imprint,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,capsule-faulty_imprint,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,capsule-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",3,2,0.6,
standalone,general,capsule-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,capsule-poke,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,capsule-poke,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,capsule-scratch,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,capsule-scratch,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,capsule-squeeze,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,capsule-squeeze,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,capsules-bad,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",3,2,0.6,
standalone,general,capsules-bad,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",2,3,0.4,
standalone,general,capsules-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",2,3,0.4,
standalone,general,capsules-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",1,4,0.2,
standalone,general,carpet-color,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,carpet-color,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,carpet-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,carpet-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,carpet-hole,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,carpet-hole,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,carpet-metal_contamination,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,carpet-metal_contamination,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,carpet-thread,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,carpet-thread,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,grid-bent,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,grid-bent,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,grid-broken,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,grid-broken,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,grid-glue,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",3,2,0.6,
standalone,general,grid-glue,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",3,2,0.6,
standalone,general,grid-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,grid-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,grid-metal_contamination,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,grid-metal_contamination,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,grid-thread,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,grid-thread,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,hazelnut-crack,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,hazelnut-crack,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,hazelnut-cut,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,hazelnut-cut,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,hazelnut-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",3,2,0.6,
standalone,general,hazelnut-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",1,4,0.2,
standalone,general,hazelnut-hole,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,hazelnut-hole,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,hazelnut-print,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,hazelnut-print,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,leather-color,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,leather-color,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,leather-cut,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,leather-cut,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",3,2,0.6,
standalone,general,leather-fold,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,leather-fold,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,leather-glue,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,leather-glue,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,leather-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,leather-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,leather-poke,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,leather-poke,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,metal_nut-bent,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,general,metal_nut-bent,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,general,metal_nut-color,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,general,metal_nut-color,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",5,0,1.0,
standalone,general,metal_nut-flip,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",1,4,0.2,
standalone,general,metal_nut-flip,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",0,5,0.0,
standalone,general,metal_nut-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",2,3,0.4,
standalone,general,metal_nut-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",0,5,0.0,
standalone,general,metal_nut-scratch,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",2,3,0.4,
standalone,general,metal_nut-scratch,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,domain,pcb1-bad,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,domain,pcb1-bad,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",2,3,0.4,
standalone,domain,pcb1-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,domain,pcb1-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
standalone,domain,pcb2-bad,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,domain,pcb2-bad,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",3,2,0.6,
standalone,domain,pcb2-good,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",5,0,1.0,
standalone,domain,pcb2-good,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",3,2,0.6,
standalone,domain,pcb3-bad,5,"Assess whether the object has any defects. If so, identify the defect(s) and their potential impact on the object.",4,1,0.8,
standalone,domain,pcb3-bad,5,"Is there a defect on the object? If yes, what is the defect and where is it located?",4,1,0.8,
