robustness_category,difficulty,object_specie_pair,num_questions,question,average_technical_accuracy,average_comprehensiveness,average_relevance,average_style_and_clarity,average_overall_score
pairwise,general,grid-broken,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.8,3.2,4.8,5.0,3.6
pairwise,general,grid-broken,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.8,2.4,3.4,4.6,3.2
pairwise,general,grid-broken,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,4.0,4.8,5.0,4.0
pairwise,general,grid-glue,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.2,1.4,2.8,5.0,1.4
pairwise,general,grid-glue,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,2.2,3.0,5.0,2.4
pairwise,general,grid-glue,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.2,3.0,4.0,5.0,3.0
pairwise,general,grid-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.8,4.0,5.0,5.0,4.0
pairwise,general,grid-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,3.0,3.8,5.0,2.8
pairwise,general,grid-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.8,1.8,2.2,4.8,1.8
pairwise,general,grid-metal_contamination,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.2,2.2,3.8,5.0,3.0
pairwise,general,grid-metal_contamination,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,2.2,3.4,5.0,2.6
pairwise,general,grid-metal_contamination,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.8,4.6,5.0,3.6
pairwise,general,grid-thread,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.6,3.2,4.6,5.0,3.6
pairwise,general,grid-thread,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,1.8,3.0,5.0,2.2
pairwise,general,grid-thread,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.6,5.0,5.0,3.8
pairwise,general,hazelnut-crack,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.8,3.8,5.0,4.8,4.0
pairwise,general,hazelnut-crack,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.6,3.6,4.6,5.0,4.0
pairwise,general,hazelnut-crack,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,3.4,4.8,5.0,4.0
pairwise,general,hazelnut-cut,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.0,2.4,4.0,4.8,3.0
pairwise,general,hazelnut-cut,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.6,3.8,5.0,3.0
pairwise,general,hazelnut-cut,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.6,3.4,4.6,4.8,3.4
pairwise,general,hazelnut-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,3.6,4.6,5.0,3.6
pairwise,general,hazelnut-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,2.6,3.4,4.6,3.0
pairwise,general,hazelnut-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,3.8,4.4,5.0,3.8
pairwise,general,hazelnut-hole,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,3.6,5.0,5.0,3.8
pairwise,general,hazelnut-hole,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.2,3.0,4.2,5.0,3.8
pairwise,general,hazelnut-hole,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.0,3.6,4.8,4.8,3.8
pairwise,general,hazelnut-print,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.6,3.6,5.0,5.0,4.0
pairwise,general,hazelnut-print,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.2,3.4,4.6,2.6
pairwise,general,hazelnut-print,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.4,3.8,5.0,5.0,4.0
pairwise,general,leather-color,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,3.6,5.0,4.6,4.0
pairwise,general,leather-color,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.8,2.4,4.0,4.6,3.4
pairwise,general,leather-color,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.0,3.8,4.8,4.8,3.8
pairwise,general,leather-cut,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.6,3.4,5.0,5.0,4.0
pairwise,general,leather-cut,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.0,3.6,5.0,2.6
pairwise,general,leather-cut,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.6,5.0,5.0,3.6
pairwise,general,leather-fold,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.8,1.6,2.8,4.6,1.8
pairwise,general,leather-fold,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.2,1.2,2.8,4.4,1.4
pairwise,general,leather-fold,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.2,3.2,4.4,4.8,3.0
pairwise,general,leather-glue,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.0,2.4,4.4,4.4,3.0
pairwise,general,leather-glue,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,1.8,3.2,4.4,2.2
pairwise,general,leather-glue,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.2,3.0,4.4,4.6,3.0
pairwise,general,leather-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.6,3.8,5.0,5.0,3.8
pairwise,general,leather-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",5.0,4.2,5.0,5.0,4.2
pairwise,general,leather-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.4,3.8,4.6,5.0,3.8
pairwise,general,leather-poke,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.2,3.2,5.0,4.8,4.0
pairwise,general,leather-poke,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.6,1.4,2.8,4.4,1.6
pairwise,general,leather-poke,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.0,3.8,5.0,5.0,4.0
pairwise,general,metal_nut-bent,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.0,2.2,3.6,5.0,3.0
pairwise,general,metal_nut-bent,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,2.0,3.0,4.8,2.2
pairwise,general,metal_nut-bent,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.0,3.0,4.2,5.0,3.2
pairwise,general,metal_nut-color,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.6,3.0,4.6,4.6,3.4
pairwise,general,metal_nut-color,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.2,2.4,3.8,5.0,3.4
pairwise,general,metal_nut-color,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.6,4.0,5.0,5.0,4.0
pairwise,general,metal_nut-flip,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.4,1.4,2.6,4.8,1.6
pairwise,general,metal_nut-flip,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.4,4.4,1.0
pairwise,general,metal_nut-flip,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.0,1.4,2.0,4.8,1.6
pairwise,general,metal_nut-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.2,3.2,4.6,5.0,3.8
pairwise,general,metal_nut-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.0,3.0,4.2,5.0,3.8
pairwise,general,metal_nut-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.0,1.2,2.2,5.0,1.0
pairwise,general,metal_nut-scratch,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.4,2.4,4.0,5.0,3.0
pairwise,general,metal_nut-scratch,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.4,2.0,3.4,5.0,2.4
pairwise,general,metal_nut-scratch,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",2.8,2.4,3.8,5.0,3.0
pairwise,domain,pcb1-bad,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,2.2,5.0,1.0
pairwise,domain,pcb1-bad,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.2,1.0,1.8,5.0,1.2
pairwise,domain,pcb1-bad,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.0,1.0,1.4,4.8,1.0
pairwise,domain,pcb1-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.8,3.4,4.8,5.0,3.8
pairwise,domain,pcb1-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.6,3.6,5.0,5.0,4.2
pairwise,domain,pcb1-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.4,3.8,5.0,5.0,4.0
pairwise,domain,pcb2-bad,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.0,4.8,1.0
pairwise,domain,pcb2-bad,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.0,5.0,1.0
pairwise,domain,pcb2-bad,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.2,1.2,2.2,4.8,1.4
pairwise,domain,pcb2-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.2,2.8,4.4,5.0,4.0
pairwise,domain,pcb2-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,3.4,4.4,5.0,3.6
pairwise,domain,pcb2-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.6,4.0,5.0,5.0,4.0
pairwise,domain,pcb3-bad,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.6,4.6,1.0
pairwise,domain,pcb3-bad,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.6,5.0,1.0
pairwise,domain,pcb3-bad,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.8,1.6,2.0,5.0,1.6
pairwise,domain,pcb3-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.8,2.4,4.4,5.0,3.4
pairwise,domain,pcb3-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.2,4.0,5.0,5.0,4.0
pairwise,domain,pcb3-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.8,4.0,5.0,5.0,4.0
pairwise,general,pill-color,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.4,1.4,3.0,4.8,1.6
pairwise,general,pill-color,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.8,5.0,1.0
pairwise,general,pill-color,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.8,4.0,5.0,3.8
pairwise,general,pill-combined,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.0,2.0,4.0,4.8,2.8
pairwise,general,pill-combined,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.6,2.8,4.6,1.8
pairwise,general,pill-combined,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,3.4,5.0,4.8,4.0
pairwise,general,pill-crack,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.4,5.0,1.0
pairwise,general,pill-crack,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.4,1.4,2.2,4.6,1.4
pairwise,general,pill-crack,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.0,3.0,4.0,5.0,3.0
pairwise,general,pill-faulty_imprint,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.6,1.4,2.2,5.0,1.6
pairwise,general,pill-faulty_imprint,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.6,2.4,5.0,1.6
pairwise,general,pill-faulty_imprint,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.6,3.4,4.2,4.8,3.6
pairwise,general,pill-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",5.0,4.0,5.0,4.8,4.0
pairwise,general,pill-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.8,3.6,4.6,5.0,3.8
pairwise,general,pill-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,3.4,4.4,5.0,3.4
pairwise,general,screw-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.6,4.0,5.0,5.0,4.0
pairwise,general,screw-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",5.0,4.0,5.0,5.0,4.0
pairwise,general,screw-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",5.0,4.0,5.0,4.8,4.0
pairwise,general,screw-manipulated_front,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",2.2,1.8,2.6,4.8,2.0
pairwise,general,screw-manipulated_front,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.0,3.0,5.0,2.2
pairwise,general,screw-manipulated_front,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",2.4,2.0,2.8,4.8,2.4
pairwise,general,screw-scratch_head,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.6,4.2,1.0
pairwise,general,screw-scratch_head,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,2.2,4.8,1.0
pairwise,general,screw-scratch_head,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.8,1.6,2.2,4.6,1.6
pairwise,general,screw-thread_side,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.6,5.0,1.0
pairwise,general,screw-thread_side,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.0,1.2,5.0,1.0
pairwise,general,screw-thread_side,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.0,1.0,2.0,4.6,1.0
pairwise,general,tile-crack,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,3.4,5.0,5.0,4.0
pairwise,general,tile-crack,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.2,2.8,4.0,5.0,3.8
pairwise,general,tile-crack,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.0,3.6,4.6,4.8,3.8
pairwise,general,tile-glue_strip,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",2.2,1.6,2.8,4.6,2.0
pairwise,general,tile-glue_strip,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,1.6,2.4,4.6,2.0
pairwise,general,tile-glue_strip,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,4.0,5.0,5.0,4.2
pairwise,general,tile-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.8,3.4,4.8,5.0,4.0
pairwise,general,tile-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.6,4.0,5.0,4.8,4.0
pairwise,general,tile-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.8,1.6,2.6,4.8,1.8
pairwise,general,tile-gray_stroke,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.0,2.8,3.8,5.0,2.8
pairwise,general,tile-gray_stroke,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,1.6,3.0,4.8,2.0
pairwise,general,tile-gray_stroke,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.2,4.0,5.0,5.0,4.2
pairwise,general,tile-oil,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,4.0,5.0,5.0,4.2
pairwise,general,tile-oil,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.4,3.4,5.0,2.6
pairwise,general,tile-oil,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.6,4.2,5.0,5.0,4.2
pairwise,general,toothbrush-defective,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",2.6,2.2,3.4,4.8,2.6
pairwise,general,toothbrush-defective,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,1.8,2.8,4.6,2.2
pairwise,general,toothbrush-defective,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.0,2.8,4.0,4.6,3.0
pairwise,general,toothbrush-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.2,1.6,3.4,4.8,1.4
pairwise,general,toothbrush-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.0,1.6,2.2,5.0,1.2
pairwise,general,toothbrush-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.0,1.2,2.2,4.8,1.0
pairwise,domain,transistor-bent_lead,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.4,5.0,1.0
pairwise,domain,transistor-bent_lead,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.4,2.6,5.0,1.8
pairwise,domain,transistor-bent_lead,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",2.0,2.0,3.6,5.0,2.4
pairwise,domain,transistor-cut_lead,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.0,1.0,1.0,4.6,1.0
pairwise,domain,transistor-cut_lead,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.0,2.0,3.2,4.8,2.0
pairwise,domain,transistor-cut_lead,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.6,1.8,3.4,5.0,2.0
pairwise,domain,transistor-damaged_case,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.8,1.4,2.4,4.8,1.6
pairwise,domain,transistor-damaged_case,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.4,3.4,5.0,3.0
pairwise,domain,transistor-damaged_case,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",4.4,4.0,4.8,5.0,4.2
pairwise,domain,transistor-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.0,3.4,4.8,4.6,3.6
pairwise,domain,transistor-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.2,1.8,2.6,5.0,2.4
pairwise,domain,transistor-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.2,2.8,3.4,5.0,2.8
pairwise,domain,transistor-misplaced,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",1.8,1.6,2.2,5.0,1.6
pairwise,domain,transistor-misplaced,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.8,2.6,4.8,1.8
pairwise,domain,transistor-misplaced,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",1.8,2.0,2.6,5.0,2.0
pairwise,general,wood-color,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.6,3.6,5.0,5.0,4.0
pairwise,general,wood-color,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.6,2.6,3.8,4.8,3.2
pairwise,general,wood-color,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.6,4.8,4.8,3.8
pairwise,general,wood-combined,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.4,3.4,5.0,4.8,4.0
pairwise,general,wood-combined,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",1.8,1.8,3.4,5.0,2.0
pairwise,general,wood-combined,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.8,3.6,5.0,4.8,3.8
pairwise,general,wood-good,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",5.0,4.0,5.0,5.0,4.0
pairwise,general,wood-good,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",4.0,3.2,4.8,5.0,4.0
pairwise,general,wood-good,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",2.6,2.8,3.4,5.0,2.6
pairwise,general,wood-liquid,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",4.2,3.0,5.0,5.0,4.0
pairwise,general,wood-liquid,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",3.0,2.2,3.4,4.8,3.0
pairwise,general,wood-liquid,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.6,3.4,4.4,4.8,3.4
pairwise,general,wood-scratch,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",3.4,2.6,4.6,4.8,3.4
pairwise,general,wood-scratch,5,"Compare the query object to the reference and assess whether it has any major defects. If so, how might the defect affect the object’s normal function or safety?",2.6,2.0,3.2,4.8,2.6
pairwise,general,wood-scratch,5,"Compare the query to the reference and assess whether the query object is normal or defective. If defective, describe any major anomalies and their locations (e.g., upper-left, center, bottom-right).",3.2,3.0,4.4,5.0,3.2
pairwise,general,zipper-broken_teeth,5,"Compare the query object to the appearance and key attributes of the normal reference, and assess whether the query object satisfies the normal product quality standards.",2.0,1.6,2.6,5.0,2.0
